iso3,ISI,ISI_prod,ISI_broad,ICI,ICI_long,ICI_basic,ICI_basic_full,ICI_coverage,ESI,ESI_alt,ESI_prod,ESI_dest,ECI,ECI_long,ECI_basic,ECI_basic_full,ECI_prod,ECI_coverage,CGI,CGI_long,CGI_basic,CGI_basic_full,CGI_coverage,SGI,SGI_long,SGI_basic,SGI_basic_full,SGI_coverage,ICI_upstream,ICI_downstream,CGI_upstream,CGI_downstream
CHE,0.5824304600082377,0.24890462224196863,0.05076568103979513,0.0022394249502803686,0.005125693380118891,0.006609216960802094,0.004983786794114433,0.5589323101561261,0.10232481436819515,0.13332260801878007,0.20297806362928097,0.5752003294922099,0.0032949362802646848,0.007976534935054075,0.008754437403145535,0.005575518164423052,0.0048105185652254166,0.5262832833421422,0.002487124876072681,0.004799722809266438,0.01267880669764217,0.007694876950787378,0.5768417865228599,0.0017939280727019575,0.005834700691371849,0.00854741749562365,0.006664721288409388,0.5769353355866718,0.0028794849659097886,0.001844854345285538,0.00151915256974013,0.002737725585099401
CHL,0.5200169432396543,0.3081753872137345,0.2027270366329294,0.004803319085998033,0.023599140152632706,0.014624497835790269,0.009566934544030447,0.6097434612536505,0.022201432594443078,0.041353148799429744,0.100419280011268,0.5193191981702365,0.0018100337658112971,0.004557919218568677,0.004726671836456495,0.0031231201740468074,0.0021481170270448166,0.5761737737710615,0.0074396587914694395,0.01447156622660944,0.03932517706289132,0.030115511424504946,0.7333781365282341,0.0033332204286998196,0.007239343916462177,0.011236460474993574,0.006190617560307305,0.4468847448879872,5.468000223137789e-4,0.00641384600768424,0.0034364830526291703,0.009778966426488695
CIV,0.28622543140402223,0.17117092505317652,0.11861733732594266,0.003439639672286172,0.007826884161039615,0.010036189258615106,0.0015558737336386775,0.13698451618624055,0.00766029963575807,0.019945070433225378,0.061734472867364304,0.39926986722097874,5.693327137810431e-4,0.0013250320402696852,0.0018296511233378517,0.001218613898309169,9.204016168432475e-4,0.5473465910578167,0.0033157167584178765,0.007662229758683679,0.01621456218165972,0.012765214396246675,0.753013916329749,0.0047639612341323755,0.022215378816045715,0.013917972681228144,0.00788709024169139,0.6582998041787137,0.0019102865556791832,0.005588690622796326,0.0017189020302371483,0.00619693824868148
CMR,0.30206242918046666,0.2124691974071742,0.17534134486380173,0.0025869747022358885,0.004371701015169917,0.005603972079220372,0.0033086905746959033,0.5390765590780541,0.005367834630510898,0.012005713599342455,0.045655998680425615,0.3830196974341887,4.493264754252756e-4,9.503252776961742e-4,9.663039654748133e-4,8.89433624383967e-4,6.713638669015e-4,0.7227246961818147,0.007077780935239596,0.014528631170132573,0.03508114645734788,0.025727204437908588,0.7062530078928926,0.0064617510056969585,0.019350664136294462,0.018786619845278414,0.01611787788275102,0.7347027746413407,6.668411108746773e-4,0.02391010797560495,0.004655376756294072,0.010878598783258246
COD,0.27942945663816265,0.2519752589899013,0.19983253206364326,NA,NA,NA,0.0015817140231578434,0,0.006089011379513497,0.004794635235554991,0.02222572996035925,0.35832614520913864,4.107125634223014e-5,1.1569932556858852e-4,1.2166791332599506e-4,1.6037449514618826e-4,5.41790782136202e-5,0.8104236101879164,0.008057624694467493,0.017659079403046216,0.038370086831480806,0.0318643937049699,0.7920197435267052,0.011608794489881655,0.04496621291065852,0.028682026927399344,0.003680496884188901,0.11896285930627638,NA,NA,0.007488641588839635,0.00882254756909263
COG,0.23571841028520882,0.20611502528606768,0.13212654870263127,0.0061544960867446295,0.023589431864087573,0.014063309436029962,1.94790835486711e-4,0.011147900991637478,0.00733051283512511,0.008676697264419242,0.03533979295921835,0.3456475382811736,7.448222639158538e-5,1.6615145273232493e-4,2.104587312210767e-4,3.219156942906225e-4,8.872789760656197e-5,0.7534852324695791,0.005733649609609038,0.01351199901371743,0.027615047316629924,0.020411379399459254,0.6968155600906323,0.0028234506495670633,0.009532073728667214,0.0075333882202885186,0.008177790834106307,0.746065876193323,0.004130055119469991,0.007416589902730089,0.00533739374756317,0.00688504319069444
COK,0.12657833829040382,0.14115076487346406,0.029413588341581916,0.0029176599639798894,0.007154397592517895,0.011434337044362853,0.0014983710902278626,0.010863259150036787,0.0031785211451869472,0.003377193132005205,0.03248361432334922,0.1779649514259331,0.004619342047756896,0.013688315240407629,0.012714329074708612,0.008835368874404068,0.006101232605024958,0.6041295588071947,0.0019029407322748346,0.00403129857842137,0.011248694465181699,0.0043218676729863984,0.36813198226205757,0.005393521781924164,0.015583580546264941,0.012136443557030814,0.004964522230949041,0.33388609461122964,0.027315338436182942,0.002894396364496044,0.0014097983464356652,0.0021200521188237402
COL,0.5198809758267198,0.3004907579272214,0.20448539578354247,0.0074045337905935624,0.014825190565669964,0.019229105338927466,0.006182864174002445,0.3100549509900471,0.02846019194012107,0.06460246803235525,0.1318007277905302,0.43349628589670347,0.0035750613733833056,0.0073287821542169385,0.009313468664604257,0.004723092285308141,0.003250744505555567,0.4374033527964164,0.006313524821295687,0.013549569405016471,0.03207562631041702,0.025178291454933704,0.7498437659155173,0.004513005514640059,0.010458941059381575,0.016126286202748894,0.01066611069058096,0.4156634187852453,0.007203739750806867,0.007628549420351778,0.003342972294779721,0.008631596747001882
COM,0.21711636806653267,0.1555706442423087,0.09530671455645534,0.0033914541241235963,0.007633472355877426,0.013271408530785794,0.007127211518942713,0.0045829698045468745,0.0025920473176766603,0.003430427791893951,0.02153929735628671,0.2880544104494278,0.007163752133938917,0.012866617470141636,0.014706436096087041,0.0018124922385498027,0.007097067479483359,0.09207114943598704,0.0038532663480102245,0.008603333218350473,0.019133084916751683,0.016300724065892884,0.7974657092812159,0.008633217960436245,0.016773393902775182,0.024177864250445227,0.005096819533494217,0.08830470049476953,0.0014452963458708907,0.01257207735082441,0.0030632946653407073,0.004666252177838385
CPV,0.15568365574135842,0.13343766439119098,0.0437918452301961,0.0027860399575346437,0.07306485855749739,0.008511216641285091,0.0059951216241645715,0.6248123682222557,0.011454965203013699,0.03389287922854885,0.06504735242847315,0.21101231227487122,0.0013363346717671356,0.005764297115415609,0.007604842458687964,0.006366077045200114,0.002965446894677249,0.7010950564187698,0.0014394968603729324,0.0038923175560014816,0.00801784938872084,0.00409356622365599,0.4416200814781332,8.680866283256061e-4,0.0030016597310269233,0.0022846875738187986,0.0013290067144594534,0.5616422647948472,1.6366269945816513e-4,0.004384263722392566,6.750254074879278e-4,0.001996500849142402
CRI,0.49185593702165853,0.31063852044516727,0.13689996014060288,0.0028231530629085227,0.0071427044077163335,0.007848182388744724,0.006647888617439614,0.7711554645311558,0.041285002001501384,0.06443055176321313,0.13244905930314785,0.4452662692671924,0.003094949515939356,0.007496395684411136,0.00883925704274162,0.0074931663331276,0.0034846016393729816,0.7510768058993441,0.0045436975689911695,0.009513086439244712,0.0229613727007227,0.018240377933265967,0.7514988761191554,0.0021709910582013332,0.005620492939364902,0.008246336749357451,0.005932941325758195,0.7038466310884001,0.005196856804722112,0.0021858835900921297,0.00250948979748578,0.006004878763128774
CUB,0.2540639798694239,0.2261164584043017,0.09451134272036621,2.806246898019362e-4,5.180151342988822e-4,0.0010279115459696114,4.7629509572237377e-4,0.43328810334382845,0.003258636664575729,0.005330078983011188,0.030304998020555248,0.46004949277685164,2.343092277081475e-4,6.511340760837357e-4,7.59736908524721e-4,6.292001730403117e-4,2.790887996612565e-4,0.6128059917509059,0.002605009829202602,0.0060913402175779,0.013118771539075869,0.011246061842995961,0.8200631337958201,0.0022093592041367784,0.007555130076932853,0.0059046812016586275,0.005542131536515602,0.7076611113798229,2.925188449823735e-4,1.891324138441627e-4,0.0017213272141076395,0.00298325803526998
CUW,0.237087923754423,0.2422498726254231,0.05054422962139777,NA,NA,NA,0.0033526312945533227,0,0.006525383943281188,0.15392330073697275,0.23692280523153497,0.13605259331493774,0.008899748203490999,0.023415436928954706,0.019753423587428896,0.010340911905795641,0.009818716576974765,0.4053146396196288,0.002140124777132094,0.004315423682714752,0.010595597792564939,0.007191357168137831,0.6412423139250196,0.0019755508507185724,0.0051702126624368315,0.005059167236710145,0.002144213454155753,0.3699966170442715,NA,NA,0.0020290577460407456,0.0021554604224938295
CXR,0,0.07412389556099726,0,0,0,0,0,0,0.013429304398443325,0.019871737485832056,0.09791176338169326,0.29094165387826243,0.011906013731837785,0.024442606260532206,0.027476494903022355,0.013662155286938987,0.016343218151961044,0.43928547225234227,0,0,0,0,0.19626730442983464,0,0,0,0,0.9183957107559937,0,0,0,0
CYM,0.10823677980415175,0.09370996569223367,0.01316297863040296,NA,NA,NA,3.5242980124193366e-5,0,0.002147287970551769,0.0015687578461279729,0.013729994061725712,0.12533710773556536,0.0038542235112410633,0.011653598315588157,0.010243611133922097,2.671294387435856e-4,0.00606865031770015,0.011847383433860626,0.001531842053713965,0.0027231403688142424,0.0074131157889368495,0.0012380016544476322,0.1531341027999901,1.5905050489695805e-4,6.030956925297671e-4,0.002013376227565253,0.0023464694153825577,0.8286903418205775,NA,NA,6.620279181059956e-4,0.001246790591589143
CYP,0.3226715612592872,0.23932876106000417,0.04383517797108344,0.0015705152166659493,0.00397780044611608,0.003995795606901478,0.0022659368715327787,0.4145186953964841,0.029366270229095888,0.0737507754402349,0.13912506913951522,0.3565501974450588,0.0025901056821498233,0.0064965051575766085,0.006775966197248953,0.003425130974136256,0.004183208152280872,0.4298088850215937,0.0016734839899610384,0.0037356814219654732,0.008570411654246836,0.005066264294897137,0.5518211850725677,0.002093541695097353,0.004967839826142032,0.005957886334092556,0.003997035799753417,0.40902462222555586,0.002315510141465652,0.0012059050128461527,0.0014794297733042,0.0018458779663666025
CZE,0.5633894586237508,0.443525123574166,0.15418896452381425,0.010523695367563736,0.02438890628635728,0.024224024529672494,0.0191395914418621,0.7661282742140155,0.16990595255482954,0.3272450493419273,0.45793485278360124,0.34501908668157105,0.010676449051757332,0.022452112051032428,0.021524422685354618,0.016914313861498238,0.017355047824737357,0.7425187131868094,0.006243358680208265,0.012158422485259203,0.02785120563708368,0.025014719231761465,0.8781352422309264,0.001804208141000089,0.004986265450715768,0.004639566602826629,0.0036380040044318085,0.726503701404836,0.004643921360751213,0.010321233041931338,0.0020200083735302196,0.006236652714246167
DEU,0.6427937141914575,0.4053271347444772,0.11134742320536589,0.006085055067113244,0.013290810376192596,0.013067027374526186,0.01064869151290801,0.7363046113011377,0.2143649358144481,0.32362631192980595,0.4693978666983052,0.41980567417536296,0.005903091115976603,0.0130290877603639,0.013145901584789841,0.010890888547863563,0.009306001819285039,0.7359766353501321,0.004740689345120974,0.008720288304854879,0.01981083231710709,0.017070942701497747,0.8233342458814585,0.0018321291042352915,0.004937976665505981,0.0070320589045611915,0.0055848091505857145,0.7444356886766346,0.004224793954510021,0.00651981510254725,0.0019064705580665315,0.005143635505915247
DJI,0.3115304414788454,0.22247649646865436,0.21766367266489403,NA,NA,NA,0.002346306074740708,0,0.006155763430609616,0.03473644545724275,0.035685674457748784,0.1599646250444291,4.7043265640332065e-4,0.0011964147089348635,0.0013314697500458289,0.0011797947539252355,5.224521388800446e-4,0.7012624644104767,0.008971909456424114,0.01751085502929913,0.04649548448580595,0.035898584075076234,0.7456636789661657,0.018580026083181357,0.06260422558082133,0.032723423600523265,0.018729191245567083,0.5520522581128241,NA,NA,0.004921565938547283,0.016139193899123244
DMA,0.1884061854756774,0.19133448903771308,0.048630079359424115,0.005692199558010979,0.010712030059008901,0.019030252490733403,0.011151322444666656,0.43805085078180106,0.00936738206965838,0.028337738521287327,0.09146472400554628,0.24997683191836323,0.004565926743506368,0.009189116631281764,0.013543846193110288,0.010565908148086443,0.00789362787031422,0.75164988272839,0.0025301642617258225,0.005475568206605135,0.011994215448395702,0.008434852677099463,0.6653051016031342,0.002717970241404206,0.007635887159487756,0.010005221764919976,0.008319864628956354,0.7540666741679468,0.009843743386476436,0.003405349499371445,0.0018416395257178418,0.0032961603787780096
DNK,0.4745248955716172,0.3690919132749775,0.06473396602394797,0.004094578008119313,0.013661975380655528,0.010507277091590961,0.008962244500994022,0.8141005649414104,0.13628115245226755,0.21970697156586327,0.3480101463594933,0.4626077784302474,0.004711126978058104,0.010459460336826452,0.012268271993787183,0.010733498459654722,0.00749692990411701,0.7946163824340878,0.0024888972106261605,0.00530575495369078,0.012225166976619265,0.0101588226568889,0.7880444872363653,0.0020130635494723056,0.004673853375843281,0.006099155060932923,0.004657203687765339,0.7552305710056498,0.0036630264655274736,0.004488452912795088,0.0019377082402746329,0.0030640236766638685
DOM,0.41167680621822383,0.24783445714942792,0.1454838598725459,0.009506066051246107,0.015101496214674045,0.030043162025890992,0.021501318864696334,0.660385707885636,0.03254619630964001,0.0556237456679765,0.11431828045842712,0.4608707132592889,0.005140066415316791,0.0089529694788619309,0.015423531377669008,0.009834568824950672,0.00563007203532936,0.5032060172341762,0.004712435300655165,0.010107443106305609,0.02329551575662693,0.018530666433044084,0.7417716308225497,0.002702882047508897,0.007073524635658204,0.01007953760450245,0.00793633863730121,0.5792597176127102,0.012523542496340839,0.00805398112845828,0.0029774022767277146,0.006409077675767767
DZA,0.36416616597586726,0.2587036902624615,0.1889177080103198,7.768275407102626e-4,0.0024904791444278194,0.0024278640726255103,1.7922573902796497e-4,0.06120966401993679,0.007231972072157608,0.008825569467668395,0.025249946126568546,0.3375456842215638,2.676165279572202e-5,1.0766947181361375e-4,7.481557275709815e-5,1.0471746419169378e-4,5.6195228490877375e-5,0.5472124259062116,0.005377212564315226,0.01196116670550038,0.02511334374790014,0.022536120312692722,0.845845727506223,0.0070423951954479,0.02275625376793127,0.023649760345906,0.018358161505914915,0.562282832649867,5.601959003801025e-4,0.003293694654586217,0.004596557228025961,0.0071313241002273825
ECU,0.4050231032178935,0.2504156035783981,0.16871604207256474,0.001919669351004858,0.02745255734484955,0.004201166764741859,0.0015823787558230983,0.3552620931542671,0.009674525513050808,0.022193875841192163,0.05350302045943691,0.5054182411441223,0.00216310537557961,0.0055935401531759955,0.005095213275385265,0.002329428995282824,0.002317109352015266,0.41486658539483817,0.0059819066916713655,0.012815564277160624,0.028472811652246303,0.019437345299589934,0.64548413184832,0.0035478543926053974,0.01104833132914272,0.01060852229315361,0.009178495213217085,0.3149950026648374,0.003649102664556598,0.003990457250263441,0.003377808816714051,0.008547074828684862
EGY,0.34433922874964507,0.21181375695354915,0.13792154270077034,0.00732663432310818,0.01629245341790188,0.015952652858655866,0.011763979457297302,0.7052882311458392,0.046851075249007744,0.07501048790922979,0.17792999791178743,0.44570846864549624,0.0038604514404937903,0.008577379891217528,0.00858250931487265,0.007047999870321508,0.004876483774064557,0.6749385681399084,0.0032358752251918635,0.008190277497427048,0.015632679788867964,0.01245707971560763,0.7441869809093107,0.00368930615614406,0.010191787657819787,0.014306232933138721,0.011590638896941572,0.6579879783529641,0.0025161169570521,0.010614810764039199,0.0024249643074630116,0.004843703364676219
ERI,0.13715970603208003,0.16075040752032105,0.0997945724763513,NA,NA,NA,6.363331836018174e-4,0,0.0019266750547532658,0.001308915354090079,0.011427526592936043,0.1301553804645384,0.003965810949698239,0.007403542107712917,0.00913783412767894,5.068397876391926e-4,0.010819322155033735,0.05292377043855563,0.00631151183978159,0.015446921018984433,0.02450714363347237,0.01919003004898737,0.7626268587806819,0.006803608593618148,0.01962573007570771,0.020181923404558186,0.001090867206323651,0.05475179673305303,NA,NA,0.005418237083726543,0.005665871275639194
ESP,0.5803108371510147,0.35059964069539123,0.10011503341247195,0.004670322105851788,0.009926786186418735,0.011231439622273926,0.008901813368846623,0.7087994966440018,0.1437306974950481,0.23359042545836392,0.38337255445676777,0.41661785718259275,0.0044732547833352945,0.009438088193615302,0.009987772115679062,0.007671966023253071,0.007662975397245872,0.6856685830448037,0.003491926684065326,0.006464165778710049,0.01641259762186493,0.014120168032633404,0.8223974577877302,0.002462611608712837,0.006175324181019846,0.008026694452472975,0.006162747414070619,0.7420114456753657,0.003745642441631017,0.004915603562469282,0.0015260440545946596,0.004337398337117228
EST,0.5710322831315104,0.32910604754127937,0.08149657225039422,0.006405933527277764,0.016164727231243476,0.014145136662858474,0.011268908810645621,0.7411785902977733,0.09273111821723763,0.18087216660326694,0.3561795612269973,0.4034234181302355,0.00661516078493283,0.017300787937958816,0.015025431689274907,0.012395549144959177,0.010746857811139782,0.7214179630620733,0.00298315034553209,0.006144342583785331,0.014626313071020972,0.01165295528736014,0.755828612641061,0.0020986202516210207,0.005150717414211199,0.005771721684326896,0.003935442934080507,0.6433709055920739,0.004096241151622697,0.007522294920677977,0.0014303788335466477,0.003670647436448145
ETH,0.26752823425005573,0.19668938698218802,0.19111577173144076,0.012178022102828112,0.01910324393312016,0.030432284642447145,0.010351197980398878,0.28825197171242,0.015195402163093206,0.015737130519353614,0.05631484787119882,0.52525464556081225,0.0014749271061672254,0.002745035566462152,0.003841708825006336,0.0028979374505560644,0.0019026802480100774,0.6521250425428625,0.00615018118650375,0.015413714916338488,0.028940069263541507,0.021334774115598597,0.692648511427127,0.007922449567086135,0.011440529728775902,0.02518454472861464,0.015741353687780985,0.5685507595716178,0.0017198703973686125,0.018884806629164985,0.004125477711493251,0.009012028941157506
FIN,0.5902610652926397,0.3447265909411246,0.08633329376520575,0.004249885652985465,0.008717476943259028,0.008875868931974803,0.006758592593538575,0.7033653967111554,0.11073922250252878,0.1659417100121471,0.3011610170978974,0.4866974497491593,0.005428892859164471,0.012200025234697683,0.01083589904268665,0.008526219382593975,0.0077108420232340266,0.6847779869566424,0.003830451466505997,0.006672213503151897,0.015806637000699106,0.013000131067298993,0.7885917675956673,0.0014721303718798929,0.0035172426366412114,0.004478532047598213,0.0038174571179636274,0.7034201043660748,0.0016833834458722839,0.004177552140108202,0.001297317525592168,0.004314216781490877
FJI,0.31150683655831124,0.2341093793385806,0.1122076137851652,0.002750896981233765,0.007446730905166081,0.0077409275880631,0.007568310835197423,0.6477601983461104,0.009625966374246267,0.07867361710236727,0.12616870565919194,0.2514228742712167,0.007746984496345877,0.012348548300451404,0.022820326733741722,0.01572361503259977,0.00479407218493887,0.47528826442972555,0.004468687085876115,0.010233651002573913,0.020906052557558636,0.014554135667549753,0.64033657164766,0.004616200295308707,0.0109621161807553,0.01577954414416379,0.009911877506090351,0.2871788491800115,0.00616770598418943,0.0025884173424753636,0.004016545833057674,0.004903737050031736
FLK,0,0.15346425437503713,0,0,0,0,0,0,0.0014914034615995664,0.0024399848036660418,0.00500728205029363,0.11907950348631498,7.580090164668193e-4,0.0025827232533795507,0.003198896848657628,0.0031386442529751854,0.0019714918042941505,0.9795246460114305,0,0,0,0,0.5782077891178958,0,0,0,0,0.01579272454060679,0,0,0,0
FRA,0.6750623565817683,0.37165004995406387,0.09559296628226238,0.004897917924175527,0.010945316365688742,0.010260591580600855,0.008234614126260274,0.6874434718474466,0.16853611229297444,0.24412739063233962,0.39396781476678694,0.45970885474753054,0.004451517353915058,0.010163521548980006,0.01079992888237566,0.008265894562118818,0.006883685023451274,0.6756302734375222,0.0037401908631948992,0.0070178321585983635,0.018569204635832965,0.01544541932707693,0.7896471440166034,0.0019220496868712041,0.0049604948244457445,0.006113489398258698,0.005067184461827198,0.720857595167743,0.0033038718828281148,0.005881388552580246,0.0015162024017507355,0.005021201488160655
FSM,0.21947761633714638,0.17254242050363025,0.08504426355909359,NA,NA,NA,3.654890867703967e-4,0,0.0022841799596189463,8.618711339429545e-4,0.006981043563037685,0.10828958793512278,1.6468197762792918e-4,7.632626210354089e-4,3.5524642492676883e-4,3.7947660309608827e-4,1.8298858741600007e-4,0.9850620912400542,0.004513595723839608,0.009637297415824808,0.021367179317873648,0.01555020472051661,0.6741750954696478,0.02328352284287157,0.05759038217933748,0.06488271604444523,0.057033139914263585,0.9515344845537297,NA,NA,0.004276453242738766,0.004193807612697946
GAB,0.3122184304371722,0.19858601245153887,0.09365615796810424,0.0015316470539510768,0.005080431203954319,0.004941948047052403,3.5712587353445405e-4,0.06192065472650555,0.008031015464821855,0.01698754773122847,0.03937915973093837,0.3783330856916292,1.9118966752584488e-4,6.345008277791352e-4,5.336653477741106e-4,3.307923904441858e-4,4.089351365838228e-4,0.46140164596503136,0.003890730697485198,0.00905782592432424,0.0186221321926808,0.011318300355999001,0.5755635072289401,0.004622188367667611,0.011707176482965865,0.012751059554835641,0.010255436519922032,0.5444766398579403,3.619768813483081e-4,0.005441578570396463,0.0027080196467944443,0.0048947702686934335
GBR,0.6846040099213716,0.3530929638733962,0.12881883354873402,0.00687468460348698,0.015063613671905918,0.015878782823635525,0.009951978931887477,0.5440633071646588,0.16873127213168038,0.23319372392505444,0.34442736824297043,0.5518282947868007,0.005249419882180322,0.012164404381144654,0.012657743532131066,0.008891599220642173,0.0070272566720983795,0.6021161457518102,0.005721984003311863,0.010654759597221973,0.028585804982213248,0.020835469484715936,0.6964544149713565,0.0028663923532949945,0.008475743666580991,0.009567920496089937,0.007732193255605388,0.7001107141447372,0.004027024626795941,0.008259203919139885,0.0023363896067143453,0.007026393895014011
GEO,0.4173700159831028,0.2474917496458037,0.07480761604987145,0.003896736942294747,0.007570525831998368,0.00995312335756285,0.0037407337502624143,0.3393330913153708,0.029714624973600345,0.08723073485582583,0.1552693862561774,0.2625195815017665,0.004818280471468645,0.009471515047469781,0.012185284429057284,0.008439980429359431,0.006422206557072735,0.3778327345597501,0.003305778159379805,0.006549176638748231,0.015627076433501117,0.010099276734479481,0.6147254831505586,0.0028693697632706724,0.007574701767141131,0.008990154827874498,0.006653362998805619,0.7324254283739299,0.003251476878077104,0.004354250897053591,0.002324096017626585,0.004255380700997832
GHA,0.30090470274188347,0.22352548866142508,0.19600790746625962,0.00141119933041675,0.0034136743225738377,0.004102726891425885,0.001863259527126228,0.27639078776451637,0.005584112205081975,0.010970234884737315,0.039428188652316586,0.3074418008555536,6.136210371020742e-4,0.0015533034497145536,0.0017761758390593685,6.811641651579441e-4,9.758666185392216e-4,0.28713645577264035,0.008034543398278252,0.016409306194057564,0.040828450300485944,0.02916138806330069,0.6842327409010338,0.005424678594961359,0.020404596817416246,0.009707050250014566,0.014254104688686084,0.5430940087658244,9.790094491001363e-4,0.0031534613578841695,0.005089179000853472,0.011932499597192859
GIB,0.05379266690958143,0.032553454242035804,5.980921413167941e-4,NA,NA,NA,1.1299551356499066e-5,0,0.006890676811996669,0.01989173062557218,0.04917092288563554,0.19885563255735533,6.255407933418288e-4,0.0014235065811438314,0.0015976554833126468,8.713368459062341e-4,8.700594839580919e-4,0.37458136923970614,2.2226161344900863e-5,6.092062810450721e-5,1.1787121394850889e-4,2.4887378954046217e-5,0.18061267796395866,3.0711512511959253e-4,7.165753007827964e-4,9.566276536005824e-4,4.7858062510083263e-4,0.5444122596603982,NA,NA,9.88273835724804e-6,7.032447080039484e-5
GIN,0.28314362383673813,0.23652152240359697,0.21345873812501662,0.011897137659143232,0.01726691067878248,0.02389342938849612,1.295342795332645e-4,0.004447400459945194,0.0011406062572303346,0.0013801037661780684,0.005665695575975898,0.1408152097217482,9.698187160431013e-4,0.0017326854807314862,0.0031953135796129427,7.439691960910747e-4,0.0012210491378096206,0.05465154477061295,0.009092928053981044,0.019397180426688237,0.04388198727586284,0.03511543585873109,0.7683280653318727,0.011681963089646575,0.01759108781859116,0.03401880416073359,0.0014244165863647282,0.04383118596358595,0.01172482924970237,0.01871016489080168,0.006445884201340711,0.012301527685898135
GMB,0.1941323555249927,0.10864197530845027,0.0697260417955393,9.694768717015647e-4,0.0035773872875860683,0.0021473408222850306,7.062705350948396e-4,0.1511853030173926,0.002496719800027715,0.005029572109770214,0.03646587825814171,0.22787207828546194,0.0016655370002424746,0.004111395268260633,0.005289441277158331,0.003983199084483262,0.0012962757673364632,0.593918107639995,0.002048323007240071,0.004454430491825561,0.01021418299146014,0.009524559224003545,0.8907115586877921,0.007592062769129725,0.01847055706394673,0.019178188522531146,0.005694494184985085,0.34758816843907403,2.1298095301409048e-4,0.008839615907943172,0.0031177725573904823,0.0014025342125501196
GNB,0.18608793178535604,0.11718390814846036,0.0590505636845691,NA,NA,NA,7.027521827405734e-5,0,6.376002084214999e-4,0.0011658870303729316,0.0065438037683276246,0.15169589481574824,2.1551046106722528e-4,4.329799036274367e-4,8.976772072176901e-4,0.002403546387497144,2.1623509406181916e-4,0.8428500826971128,0.002396102479571849,0.004957348261407152,0.013634351758630238,0.009474499403488788,0.654272200085904,0.00080289166018653805,0.0018824741574692012,0.0016338560261382811,0.003947863157078506,0.8313680666619816,NA,NA,0.0016482007442892611,0.0032681940517317637
GNQ,0.2962797923885977,0.257050670494282,0.12314852765343293,NA,NA,NA,2.116436429758006e-5,0,6.937134474242743e-4,9.990647695919202e-4,0.0063719858951560345,0.3697621174720884,1.4164748073884861e-5,4.3268935319184347e-05,3.203284908864988e-5,3.616676632324922e-5,1.3991779827522663e-5,0.9248427773227093,0.006884746481587263,0.013323743135569915,0.033301965158626226,0.026727256083697585,0.7732190946106903,0.004734649927886713,0.01327777381013088,0.009976747422136575,0.008725254413936831,0.921409226967649,NA,NA,0.005702013915533943,0.007490027859728918
GRC,0.4920425186994767,0.2784192547879783,0.09714634713157977,0.004899802506969003,0.01070750723563523,0.014036828914582748,0.008923495143830352,0.6038046292698036,0.06362861404567695,0.12407052143995519,0.21736447514001336,0.4171757181337981,0.003909933688734149,0.007989966585994596,0.010170503308412633,0.006449479919813919,0.007147618060374908,0.5812077399723932,0.0031855826818324145,0.0062049583425683955,0.01652140111598098,0.014104970729132058,0.8219082533000945,0.0025822290228897774,0.006875950810974736,0.007582886358322288,0.004389803637833061,0.5768452751441357,0.003084948774591247,0.00581859949385497,0.0012774217718564962,0.005771987017522977
GRD,0.24798587019660914,0.20502931772901814,0.04952565044405416,0.0023517069660176984,0.005441704072725532,0.004399950550511342,0.0015992464710789054,0.18377386656367517,0.0018446246507486394,0.013053533076840027,0.04933666487168367,0.30195239807237695,0.0023364483642013163,0.004887321968520209,0.004974536452794575,0.002757393274641912,0.003547783852494631,0.5174042490242513,0.0023274979895131142,0.005158329133156891,0.011191863143649696,0.007718514902619641,0.6378402436313688,0.004709266693594068,0.01181369638928363,0.008416901832093263,0.004811328942178965,0.5066602293851996,0.0013280412675276076,0.0037139115629064995,0.00211303584463429,0.002245571783216974
GRL,0.04025042913199677,0.21088803851860072,0.0014424093399458286,1.1019468999825297e-7,3.936993194257848e-7,2.1364349805763457e-7,1.37079588491257e-7,0.6083654641313326,0.0021176196767739024,0.011035421121591307,0.01909302614669074,0.2133243089744159,0.0027457333558151896,0.0037075106486404467,0.00834471471241791,0.007930720265874073,0.0038664822044265916,0.94850817958492,3.3148673937107816e-5,1.6486210713653204e-4,7.531507252997827e-5,4.480269949583509e-5,0.5747201156073398,3.633745600583655e-6,5.255282762417761e-6,3.457703739665738e-5,1.835198818179386e-5,0.2581729706234206,6.001413571845487e-7,2.3686560291638894e-6,8.254506713874652e-6,5.691784512493294e-5
GTM,0.39670645435188095,0.23232680760679061,0.14090632358145352,0.006244791692271609,0.01118844395996972,0.01709155942871571,0.0129535524284062,0.7337938293123696,0.013543284485367079,0.09568494669694468,0.1403906270171118,0.29390148243043274,0.0027355038264865357,0.005402649301676542,0.007942752431476421,0.006871760482337539,0.0037689184595317824,0.7946534889372091,0.004882801081919615,0.010540353540932048,0.023473305848147708,0.017505191804865573,0.7112355086717149,0.003814697953717134,0.009836249035659132,0.013122890705580039,0.010618948792832532,0.7182153267184548,0.0039003750018763677,0.008436113471144839,0.0029229342673810447,0.006697535706541259
GUM,0,0.10993581368574296,0,0,0,0,0,0,0.014042324839275293,0.020690001891234197,0.08973802315608771,0.3098471672779187,0.0049030353899690605,0.01252550805979175,0.012724776575464055,0.010388574743458556,0.003974224571415297,0.765901919362807,0,0,0,0,0.2661416042353278,0,0,0,0,0.32529825655463945,0,0,0,0
